"year","country","sex","edu","age","n","prev","source","alln"
"2011","Slovenia","Females","Primary education or first stage of basic education (level 1)","From 35 to 39 years",382,0.00503931190966176,"EUROSTATcensus",NA
"2011","Slovenia","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",30,0.000427076660260517,"EUROSTATcensus",NA
"2011","Slovenia","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",477,0.00691274292422069,"EUROSTATcensus",NA
"2011","Slovenia","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",539,0.00711044272070075,"EUROSTATcensus",NA
"2011","Slovenia","Females","Upper secondary education (level 3)","From 25 to 29 years",39434,0.561378034023774,"EUROSTATcensus",NA
"2011","Slovenia","Females","Upper secondary education (level 3)","From 30 to 34 years",38053,0.551468776719853,"EUROSTATcensus",NA
"2011","Slovenia","Females","Upper secondary education (level 3)","From 35 to 39 years",36820,0.485726346894623,"EUROSTATcensus",NA
"2011","Slovenia","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",13140,0.177251389413479,"EUROSTATcensus",NA
"2011","Slovenia","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",18395,0.259215940476862,"EUROSTATcensus",NA
"2011","Slovenia","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",16207,0.210488720339753,"EUROSTATcensus",NA
"2011","Slovenia","Males","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",9781,0.131940322667674,"EUROSTATcensus",NA
"2011","Slovenia","Males","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",10594,0.149286962403472,"EUROSTATcensus",NA
"2011","Slovenia","Males","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",11850,0.153902100081821,"EUROSTATcensus",NA
"2011","Slovenia","Males","No education","From 25 to 29 years",182,0.00245508012734042,"EUROSTATcensus",NA
"2011","Slovenia","Males","No education","From 30 to 34 years",220,0.00310016346316442,"EUROSTATcensus",NA
"2011","Slovenia","Males","No education","From 35 to 39 years",181,0.00235074093795862,"EUROSTATcensus",NA
"2011","Slovenia","Males","Primary education or first stage of basic education (level 1)","From 25 to 29 years",283,0.00381751470350186,"EUROSTATcensus",NA
"2011","Slovenia","Males","Primary education or first stage of basic education (level 1)","From 30 to 34 years",454,0.00639761005580294,"EUROSTATcensus",NA
"2011","Slovenia","Males","Primary education or first stage of basic education (level 1)","From 35 to 39 years",837,0.0108705533981843,"EUROSTATcensus",NA
"2011","Slovenia","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",51,0.000687962013705282,"EUROSTATcensus",NA
"2011","Slovenia","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",614,0.00865227439264979,"EUROSTATcensus",NA
"2011","Slovenia","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",629,0.00816914944738107,"EUROSTATcensus",NA
"2011","Slovenia","Males","Upper secondary education (level 3)","From 25 to 29 years",52999,0.71492742675228,"EUROSTATcensus",NA
"2011","Slovenia","Males","Upper secondary education (level 3)","From 30 to 34 years",52743,0.743236006989459,"EUROSTATcensus",NA
"2011","Slovenia","Males","Upper secondary education (level 3)","From 35 to 39 years",49179,0.63871319661805,"EUROSTATcensus",NA
"2011","Spain","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",700350,0.224109203117145,"EUROSTATcensus",NA
"2011","Spain","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",909910,0.313772672317892,"EUROSTATcensus",NA
"2011","Spain","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",899975,0.318413027841747,"EUROSTATcensus",NA
"2011","Spain","Females","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",338390,0.108283448622561,"EUROSTATcensus",NA
"2011","Spain","Females","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",403005,0.138971937672377,"EUROSTATcensus",NA
"2011","Spain","Females","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",463405,0.163953653342598,"EUROSTATcensus",NA
"2011","Spain","Females","No education","From 25 to 29 years",33280,0.0106494670946507,"EUROSTATcensus",NA
"2011","Spain","Females","No education","From 30 to 34 years",40570,0.0139901279422546,"EUROSTATcensus",NA
"2011","Spain","Females","No education","From 35 to 39 years",46400,0.0164164165580789,"EUROSTATcensus",NA
"2011","Spain","Females","Primary education or first stage of basic education (level 1)","From 25 to 29 years",98960,0.0316668047982761,"EUROSTATcensus",NA
"2011","Spain","Females","Primary education or first stage of basic education (level 1)","From 30 to 34 years",96420,0.0332493994624646,"EUROSTATcensus",NA
"2011","Spain","Females","Primary education or first stage of basic education (level 1)","From 35 to 39 years",122580,0.0433690590881317,"EUROSTATcensus",NA
"2011","Spain","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",5910,0.00189117639811855,"EUROSTATcensus",NA
"2011","Spain","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",16160,0.00557260210862298,"EUROSTATcensus",NA
"2011","Spain","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",18950,0.00670454943481887,"EUROSTATcensus",NA
"2011","Spain","Females","Upper secondary education (level 3)","From 25 to 29 years",349315,0.111779404993026,"EUROSTATcensus",NA
"2011","Spain","Females","Upper secondary education (level 3)","From 30 to 34 years",430345,0.148399842477435,"EUROSTATcensus",NA
"2011","Spain","Females","Upper secondary education (level 3)","From 35 to 39 years",431700,0.152736358364713,"EUROSTATcensus",NA
"2011","Spain","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",509340,0.15886467308667,"EUROSTATcensus",NA
"2011","Spain","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",723760,0.244988841525974,"EUROSTATcensus",NA
"2011","Spain","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",762785,0.268819970601202,"EUROSTATcensus",NA
"2011","Spain","Males","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",468855,0.146237280205856,"EUROSTATcensus",NA
"2011","Spain","Males","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",578525,0.195827580335766,"EUROSTATcensus",NA
"2011","Spain","Males","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",623980,0.219902443356566,"EUROSTATcensus",NA
"2011","Spain","Males","No education","From 25 to 29 years",35860,0.0111848415142891,"EUROSTATcensus",NA
"2011","Spain","Males","No education","From 30 to 34 years",48665,0.0164728390251762,"EUROSTATcensus",NA
"2011","Spain","Males","No education","From 35 to 39 years",53220,0.0187557422280144,"EUROSTATcensus",NA
"2011","Spain","Males","Primary education or first stage of basic education (level 1)","From 25 to 29 years",166150,0.0518226831455417,"EUROSTATcensus",NA
"2011","Spain","Males","Primary education or first stage of basic education (level 1)","From 30 to 34 years",154130,0.0521721705322184,"EUROSTATcensus",NA
"2011","Spain","Males","Primary education or first stage of basic education (level 1)","From 35 to 39 years",176575,0.0622283950377987,"EUROSTATcensus",NA
"2011","Spain","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",4425,0.0013801707668915,"EUROSTATcensus",NA
"2011","Spain","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",15185,0.00514004028762562,"EUROSTATcensus",NA
"2011","Spain","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",17530,0.00617790607397769,"EUROSTATcensus",NA
"2011","Spain","Males","Upper secondary education (level 3)","From 25 to 29 years",373380,0.116458341455807,"EUROSTATcensus",NA
"2011","Spain","Males","Upper secondary education (level 3)","From 30 to 34 years",475145,0.160834010040426,"EUROSTATcensus",NA
"2011","Spain","Males","Upper secondary education (level 3)","From 35 to 39 years",474215,0.167122403244229,"EUROSTATcensus",NA
"2011","Sweden","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",121173,0.424327210967731,"EUROSTATcensus",NA
"2011","Sweden","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",136843,0.453818271057946,"EUROSTATcensus",NA
"2011","Sweden","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",138948,0.458751399055081,"EUROSTATcensus",NA
"2011","Sweden","Females","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",20177,0.0706564179783937,"EUROSTATcensus",NA
"2011","Sweden","Females","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",18761,0.0622179036071858,"EUROSTATcensus",NA
"2011","Sweden","Females","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",16452,0.0543180039817355,"EUROSTATcensus",NA
"2011","Sweden","Females","Post-secondary non-tertiary education (level 4)","From 25 to 29 years",25016,0.0876017719258312,"EUROSTATcensus",NA
"2011","Sweden","Females","Post-secondary non-tertiary education (level 4)","From 30 to 34 years",16403,0.0543979677452518,"EUROSTATcensus",NA
"2011","Sweden","Females","Post-secondary non-tertiary education (level 4)","From 35 to 39 years",16315,0.0538656841090454,"EUROSTATcensus",NA
"2011","Sweden","Females","Primary education or first stage of basic education (level 1)","From 25 to 29 years",6475,0.0226743473464885,"EUROSTATcensus",NA
"2011","Sweden","Females","Primary education or first stage of basic education (level 1)","From 30 to 34 years",7265,0.0240932290233039,"EUROSTATcensus",NA
"2011","Sweden","Females","Primary education or first stage of basic education (level 1)","From 35 to 39 years",8196,0.0270599538435634,"EUROSTATcensus",NA
"2011","Sweden","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",425,0.00148827762505909,"EUROSTATcensus",NA
"2011","Sweden","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",2845,0.00943499471043355,"EUROSTATcensus",NA
"2011","Sweden","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",4296,0.0141836946939907,"EUROSTATcensus",NA
"2011","Sweden","Females","Upper secondary education (level 3)","From 25 to 29 years",106397,0.372584175231559,"EUROSTATcensus",NA
"2011","Sweden","Females","Upper secondary education (level 3)","From 30 to 34 years",96935,0.321469670388708,"EUROSTATcensus",NA
"2011","Sweden","Females","Upper secondary education (level 3)","From 35 to 39 years",119102,0.393227748008307,"EUROSTATcensus",NA
"2011","Sweden","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",88182,0.298375854368275,"EUROSTATcensus",NA
"2011","Sweden","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",103128,0.329530857570122,"EUROSTATcensus",NA
"2011","Sweden","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",103373,0.327298574897811,"EUROSTATcensus",NA
"2011","Sweden","Males","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",30860,0.104419029572985,"EUROSTATcensus",NA
"2011","Sweden","Males","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",30850,0.0985767876429124,"EUROSTATcensus",NA
"2011","Sweden","Males","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",25299,0.0801014447325678,"EUROSTATcensus",NA
"2011","Sweden","Males","Post-secondary non-tertiary education (level 4)","From 25 to 29 years",25480,0.0862150639507342,"EUROSTATcensus",NA
"2011","Sweden","Males","Post-secondary non-tertiary education (level 4)","From 30 to 34 years",15889,0.0507710398333301,"EUROSTATcensus",NA
"2011","Sweden","Males","Post-secondary non-tertiary education (level 4)","From 35 to 39 years",18856,0.0597016815635913,"EUROSTATcensus",NA
"2011","Sweden","Males","Primary education or first stage of basic education (level 1)","From 25 to 29 years",6875,0.0232625025377276,"EUROSTATcensus",NA
"2011","Sweden","Males","Primary education or first stage of basic education (level 1)","From 30 to 34 years",6485,0.020721895230609,"EUROSTATcensus",NA
"2011","Sweden","Males","Primary education or first stage of basic education (level 1)","From 35 to 39 years",5887,0.0186393614427695,"EUROSTATcensus",NA
"2011","Sweden","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",564,0.00190837111727685,"EUROSTATcensus",NA
"2011","Sweden","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",3531,0.0112828083360494,"EUROSTATcensus",NA
"2011","Sweden","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",5378,0.0170277706538499,"EUROSTATcensus",NA
"2011","Sweden","Males","Upper secondary education (level 3)","From 25 to 29 years",141620,0.479190634093524,"EUROSTATcensus",NA
"2011","Sweden","Males","Upper secondary education (level 3)","From 30 to 34 years",128603,0.4109325971229,"EUROSTATcensus",NA
"2011","Sweden","Males","Upper secondary education (level 3)","From 35 to 39 years",152440,0.482654027235568,"EUROSTATcensus",NA
"2011","Switzerland","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",90937,0.17714942483953,"EUROSTATcensus",NA
"2011","Switzerland","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",95298,0.175731893518621,"EUROSTATcensus",NA
"2011","Switzerland","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",86020,0.161117822792871,"EUROSTATcensus",NA
"2011","Switzerland","Females","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",25908,0.0504699660066039,"EUROSTATcensus",NA
"2011","Switzerland","Females","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",28492,0.0525399600215382,"EUROSTATcensus",NA
"2011","Switzerland","Females","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",30379,0.0569007014487867,"EUROSTATcensus",NA
"2011","Switzerland","Females","No education","From 25 to 29 years",2787,0.00542920315193782,"EUROSTATcensus",NA
"2011","Switzerland","Females","No education","From 30 to 34 years",3327,0.00613507114248412,"EUROSTATcensus",NA
"2011","Switzerland","Females","No education","From 35 to 39 years",4165,0.00780115940400266,"EUROSTATcensus",NA
"2011","Switzerland","Females","Primary education or first stage of basic education (level 1)","From 25 to 29 years",6535,0.0127304781477982,"EUROSTATcensus",NA
"2011","Switzerland","Females","Primary education or first stage of basic education (level 1)","From 30 to 34 years",8705,0.0160522375399231,"EUROSTATcensus",NA
"2011","Switzerland","Females","Primary education or first stage of basic education (level 1)","From 35 to 39 years",13827,0.0258983507993145,"EUROSTATcensus",NA
"2011","Switzerland","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",2251,0.00438505069788734,"EUROSTATcensus",NA
"2011","Switzerland","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",6033,0.0111250027660375,"EUROSTATcensus",NA
"2011","Switzerland","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",7114,0.0133247174069808,"EUROSTATcensus",NA
"2011","Switzerland","Females","Upper secondary education (level 3)","From 25 to 29 years",125963,0.245381670838731,"EUROSTATcensus",NA
"2011","Switzerland","Females","Upper secondary education (level 3)","From 30 to 34 years",122498,0.225889373252786,"EUROSTATcensus",NA
"2011","Switzerland","Females","Upper secondary education (level 3)","From 35 to 39 years",127159,0.238172299796777,"EUROSTATcensus",NA
"2011","Switzerland","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",89041,0.114520860851771,"EUROSTATcensus",NA
"2011","Switzerland","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",107972,0.137907075062617,"EUROSTATcensus",NA
"2011","Switzerland","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",110416,0.147128740312763,"EUROSTATcensus",NA
"2011","Switzerland","Males","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",25863,0.0332639236330383,"EUROSTATcensus",NA
"2011","Switzerland","Males","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",27661,0.0353299707637818,"EUROSTATcensus",NA
"2011","Switzerland","Males","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",24947,0.0332417465275187,"EUROSTATcensus",NA
"2011","Switzerland","Males","No education","From 25 to 29 years",2839,0.00365140467827382,"EUROSTATcensus",NA
"2011","Switzerland","Males","No education","From 30 to 34 years",3548,0.00453167767867749,"EUROSTATcensus",NA
"2011","Switzerland","Males","No education","From 35 to 39 years",3360,0.0044771823599015,"EUROSTATcensus",NA
"2011","Switzerland","Males","Primary education or first stage of basic education (level 1)","From 25 to 29 years",5979,0.00768994313892186,"EUROSTATcensus",NA
"2011","Switzerland","Males","Primary education or first stage of basic education (level 1)","From 30 to 34 years",8323,0.0106305392670893,"EUROSTATcensus",NA
"2011","Switzerland","Males","Primary education or first stage of basic education (level 1)","From 35 to 39 years",10776,0.0143589634256841,"EUROSTATcensus",NA
"2011","Switzerland","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",1801,0.00231637190051819,"EUROSTATcensus",NA
"2011","Switzerland","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",9101,0.0116242386002378,"EUROSTATcensus",NA
"2011","Switzerland","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",9905,0.0131983604984596,"EUROSTATcensus",NA
"2011","Switzerland","Males","Upper secondary education (level 3)","From 25 to 29 years",132277,0.170129220369153,"EUROSTATcensus",NA
"2011","Switzerland","Males","Upper secondary education (level 3)","From 30 to 34 years",109889,0.140355560437483,"EUROSTATcensus",NA
"2011","Switzerland","Males","Upper secondary education (level 3)","From 35 to 39 years",110149,0.146772964214521,"EUROSTATcensus",NA
"2011","United Kingdom","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",994840,1.12393900605217,"EUROSTATcensus",NA
"2011","United Kingdom","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",978955,1.26126689067315,"EUROSTATcensus",NA
"2011","United Kingdom","Females","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",888355,1.187246741722,"EUROSTATcensus",NA
"2011","United Kingdom","Females","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",424040,0.47906708227088,"EUROSTATcensus",NA
"2011","United Kingdom","Females","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",399635,0.514882087383144,"EUROSTATcensus",NA
"2011","United Kingdom","Females","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",510270,0.681953042306829,"EUROSTATcensus",NA
"2011","United Kingdom","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",10645,0.012026386875704,"EUROSTATcensus",NA
"2011","United Kingdom","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",16530,0.0212969357149483,"EUROSTATcensus",NA
"2011","United Kingdom","Females","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",20065,0.0268159754519892,"EUROSTATcensus",NA
"2011","United Kingdom","Females","Upper secondary education (level 3)","From 25 to 29 years",731765,0.826725128426447,"EUROSTATcensus",NA
"2011","United Kingdom","Females","Upper secondary education (level 3)","From 30 to 34 years",671015,0.864522886797704,"EUROSTATcensus",NA
"2011","United Kingdom","Females","Upper secondary education (level 3)","From 35 to 39 years",693480,0.926805016518587,"EUROSTATcensus",NA
"2011","United Kingdom","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 25 to 29 years",875390,0.480901868858529,"EUROSTATcensus",NA
"2011","United Kingdom","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 30 to 34 years",881035,1.15037447706393,"EUROSTATcensus",NA
"2011","United Kingdom","Males","First stage of tertiary education not leading directly to an advanced research qualification (level 5)","From 35 to 39 years",833685,1.12434506429665,"EUROSTATcensus",NA
"2011","United Kingdom","Males","Lower secondary or second stage of basic education (level 2)","From 25 to 29 years",485430,0.266674504163854,"EUROSTATcensus",NA
"2011","United Kingdom","Males","Lower secondary or second stage of basic education (level 2)","From 30 to 34 years",454540,0.593496529428048,"EUROSTATcensus",NA
"2011","United Kingdom","Males","Lower secondary or second stage of basic education (level 2)","From 35 to 39 years",531315,0.716555291071296,"EUROSTATcensus",NA
"2011","United Kingdom","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 25 to 29 years",8940,0.0049112540782911,"EUROSTATcensus",NA
"2011","United Kingdom","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 30 to 34 years",21670,0.0282946930802697,"EUROSTATcensus",NA
"2011","United Kingdom","Males","Second stage of tertiary education leading to an advanced research qualification (level 6)","From 35 to 39 years",24060,0.0324483974726394,"EUROSTATcensus",NA
"2011","United Kingdom","Males","Upper secondary education (level 3)","From 25 to 29 years",775295,0.42591395197189,"EUROSTATcensus",NA
"2011","United Kingdom","Males","Upper secondary education (level 3)","From 30 to 34 years",702065,0.916691910355309,"EUROSTATcensus",NA
"2011","United Kingdom","Males","Upper secondary education (level 3)","From 35 to 39 years",693250,0.934948110885588,"EUROSTATcensus",NA
"1991","Austria","Females","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",28214,0.0830597939843913,"EUROSTATcensus",NA
"1991","Austria","Females","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",32094,0.105246588684368,"EUROSTATcensus",NA
"1991","Austria","Females","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",25560,0.0977153867327278,"EUROSTATcensus",NA
"1991","Austria","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",91269,0.268688748038612,"EUROSTATcensus",NA
"1991","Austria","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",93302,0.305967383854582,"EUROSTATcensus",NA
"1991","Austria","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",96582,0.369231122121296,"EUROSTATcensus",NA
"1991","Austria","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",220200,0.648251457976996,"EUROSTATcensus",NA
"1991","Austria","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",179545,0.58878602746105,"EUROSTATcensus",NA
"1991","Austria","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",139434,0.533053491145977,"EUROSTATcensus",NA
"1991","Austria","Males","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",22514,0.0626963263305634,"EUROSTATcensus",NA
"1991","Austria","Males","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",30867,0.096587957718713,"EUROSTATcensus",NA
"1991","Austria","Males","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",27738,0.103659744307459,"EUROSTATcensus",NA
"1991","Austria","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",66296,0.184619154766413,"EUROSTATcensus",NA
"1991","Austria","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",60779,0.190187562192168,"EUROSTATcensus",NA
"1991","Austria","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",60458,0.225937732401051,"EUROSTATcensus",NA
"1991","Austria","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",270286,0.752684518903023,"EUROSTATcensus",NA
"1991","Austria","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",227928,0.713224480089119,"EUROSTATcensus",NA
"1991","Austria","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",179391,0.67040252329149,"EUROSTATcensus",NA
"2001","Austria","Females","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",39369,0.145352443400824,"EUROSTATcensus",NA
"2001","Austria","Females","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",48187,0.145509723396545,"EUROSTATcensus",NA
"2001","Austria","Females","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",48564,0.140308097675977,"EUROSTATcensus",NA
"2001","Austria","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",55222,0.203882563171031,"EUROSTATcensus",NA
"2001","Austria","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",77182,0.233065587631356,"EUROSTATcensus",NA
"2001","Austria","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",89658,0.259034334515954,"EUROSTATcensus",NA
"2001","Austria","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",176261,0.650764993428145,"EUROSTATcensus",NA
"2001","Austria","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",205791,0.621424688972098,"EUROSTATcensus",NA
"2001","Austria","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",207902,0.600657567808069,"EUROSTATcensus",NA
"2001","Austria","Males","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",35819,0.133563776432905,"EUROSTATcensus",NA
"2001","Austria","Males","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",59562,0.176678403303265,"EUROSTATcensus",NA
"2001","Austria","Males","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",64577,0.180006578433887,"EUROSTATcensus",NA
"2001","Austria","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",38905,0.145071016000507,"EUROSTATcensus",NA
"2001","Austria","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",51558,0.152936186117151,"EUROSTATcensus",NA
"2001","Austria","Males","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",57416,0.16004549154281,"EUROSTATcensus",NA
"2001","Austria","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",193455,0.721365207566588,"EUROSTATcensus",NA
"2001","Austria","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",226001,0.670385410579584,"EUROSTATcensus",NA
"2001","Austria","Males","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",236755,0.659947930023303,"EUROSTATcensus",NA
"2001","Bulgaria","Females","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",85938,0.312033201047155,"EUROSTATcensus",NA
"2001","Bulgaria","Females","First and second stage of tertiary education (levels 5 and 6)","From 30 to 34 years",75322,0.285727291694327,"EUROSTATcensus",NA
"2001","Bulgaria","Females","First and second stage of tertiary education (levels 5 and 6)","From 35 to 39 years",65708,0.254528269728381,"EUROSTATcensus",NA
"2001","Bulgaria","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 25 to 29 years",56533,0.205266272833889,"EUROSTATcensus",NA
"2001","Bulgaria","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 30 to 34 years",50089,0.190008155833318,"EUROSTATcensus",NA
"2001","Bulgaria","Females","Pre-primary, primary and lower secondary education (levels 0-2)","From 35 to 39 years",49994,0.193658098204187,"EUROSTATcensus",NA
"2001","Bulgaria","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 25 to 29 years",132942,0.482700526118956,"EUROSTATcensus",NA
"2001","Bulgaria","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 30 to 34 years",138204,0.524264552472355,"EUROSTATcensus",NA
"2001","Bulgaria","Females","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","From 35 to 39 years",142454,0.551813632067432,"EUROSTATcensus",NA
"2001","Bulgaria","Males","First and second stage of tertiary education (levels 5 and 6)","From 25 to 29 years",44132,0.153650647754532,"EUROSTATcensus",NA
